_healpix_29,CLASS_STAR_G,CLASS_STAR_R,CLASS_STAR_I,CLASS_STAR_Z,CLASS_STAR_Y,FLAGS_G,FLAGS_R,FLAGS_I,FLAGS_Z,FLAGS_Y,RA,DEC,COADD_OBJECT_ID,SPREAD_MODEL_G,SPREAD_MODEL_R,SPREAD_MODEL_I,SPREAD_MODEL_Z,SPREAD_MODEL_Y,WAVG_MAG_PSF_G,WAVG_MAG_PSF_R,WAVG_MAG_PSF_I,WAVG_MAG_PSF_Z,WAVG_MAG_PSF_Y,WAVG_MAGERR_PSF_G,WAVG_MAGERR_PSF_R,WAVG_MAGERR_PSF_I,WAVG_MAGERR_PSF_Z,WAVG_MAGERR_PSF_Y,NEPOCHS_G,NEPOCHS_R,NEPOCHS_I,NEPOCHS_Z,NEPOCHS_Y,source_id,ra,dec,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
2498070587491687294,0.0003493627591524273,0.9688665270805359,0.974585771560669,0.9615717530250549,0.12557639181613922,3,3,3,3,3,1.14889,-40.741316,1041834140,0.007267668377608061,-0.001364945899695158,0.008045990951359272,-0.0029830324929207563,0.005313017405569553,23.371965408325195,-99.0,17.41913604736328,-99.0,-99.0,0.12346496433019638,-99.0,0.0021886222530156374,-99.0,-99.0,1,0,1,0,0,4996141155411984128,1.149203206864745,-40.74178765539875,668.8881923601136,-1498.236012315344,18.372276,21.390856,16.70431
2503116016443089469,0.2452455759048462,0.13587592542171478,0.9825173616409302,0.001262456993572414,0.0015064517501741648,3,3,3,3,3,11.343109,-33.499181,1094555644,-0.00029520809766836464,-0.005044865421950817,0.001148425042629242,-0.0017501672264188528,-0.011698490008711815,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,5006232026455470848,11.341388564246584,-33.49799318171793,1826.3739861028207,-1485.0103425930354,18.60774,19.310984,17.805714
2503116017675504483,0.028697896748781204,0.028645381331443787,0.028618941083550453,0.028259458020329475,0.008128879591822624,3,3,3,3,3,11.340195,-33.500471,1094555474,0.02777738682925701,0.028063634410500526,0.02615397609770298,0.025963908061385155,0.025570932775735855,21.665142059326172,20.982236862182617,20.822969436645508,20.732589721679688,20.41316032409668,0.009387009777128696,0.006086175795644522,0.00752001628279686,0.014243046753108501,0.04228859394788742,7,7,8,6,5,5006232026455470848,11.341388564246584,-33.49799318171793,1826.3739861028207,-1485.0103425930354,18.60774,19.310984,17.805714
2503116017899394397,0.036971475929021835,0.46672922372817993,0.9437885880470276,0.9838932156562805,0.03505854681134224,3,3,3,3,3,11.342493,-33.498752,1094555466,0.011189732700586319,0.012067951261997223,0.0023937243968248367,0.0003694441693369299,0.012889992445707321,19.632564544677734,18.503314971923828,18.116546630859375,17.951448440551758,17.94100570678711,0.007033675909042358,0.003358969697728753,0.003134039230644703,0.002708812477067113,0.00851918663829565,1,1,1,2,1,5006232026455470848,11.341388564246584,-33.49799318171793,1826.3739861028207,-1485.0103425930354,18.60774,19.310984,17.805714
2503116018029756379,0.9833730459213257,0.9858868718147278,0.9865023493766785,0.7004348635673523,0.0007790406234562397,3,3,3,3,3,11.341839,-33.498305,1094555409,0.0003460614534560591,0.0016941854264587164,0.00017259904416278005,0.003157784463837743,-0.0010817955480888486,19.652009963989258,18.50262451171875,18.115943908691406,17.9600830078125,-99.0,0.003399771172553301,0.0017135076923295856,0.0016613374464213848,0.003751395270228386,-99.0,3,3,3,1,0,5006232026455470848,11.341388564246584,-33.49799318171793,1826.3739861028207,-1485.0103425930354,18.60774,19.310984,17.805714
2503116018397901576,0.1563492715358734,0.7095291018486023,0.9928377270698547,0.9861906170845032,0.9852192401885986,3,3,3,3,3,11.341313,-33.497952,1094555520,0.012316323816776276,0.014207546599209309,0.006153973750770092,-0.002971438691020012,0.002200917573645711,19.659683227539062,18.50074005126953,18.123525619506836,17.946489334106445,17.94759750366211,0.006811248138546944,0.003426311304792762,0.0029473849572241306,0.002650923328474164,0.0057421536184847355,1,1,1,2,3,5006232026455470848,11.341388564246584,-33.49799318171793,1826.3739861028207,-1485.0103425930354,18.60774,19.310984,17.805714
2503116018437109745,0.9804423451423645,0.9847449064254761,0.9837807416915894,0.9690401554107666,0.7601432204246521,3,3,3,3,3,11.340758,-33.497576,1094555384,0.0009416679968126118,0.0042161219753324986,0.000146409947774373,0.0017481287941336632,0.003582487814128399,19.66592788696289,18.500442504882812,18.118959426879883,17.94827651977539,17.939456939697266,0.004199234303086996,0.0022336014080792665,0.002000729087740183,0.002675157506018877,0.0072692749090492725,2,2,2,2,2,5006232026455470848,11.341388564246584,-33.49799318171793,1826.3739861028207,-1485.0103425930354,18.60774,19.310984,17.805714
2503116019059186854,0.5049937963485718,0.5643594861030579,0.4743588864803314,0.3839806616306305,0.3682437539100647,0,0,0,0,0,11.343989,-33.495693,1094555340,0.012535818852484226,0.0024669470731168985,-0.02160714380443096,0.004957902245223522,-0.0049315569922327995,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,5006232026455470848,11.341388564246584,-33.49799318171793,1826.3739861028207,-1485.0103425930354,18.60774,19.310984,17.805714
2503116024252560542,0.001158192753791809,0.013516577892005444,0.01721280813217163,0.0004653922514989972,0.0006399550475180149,3,3,3,3,3,11.339513,-33.496946,1094555326,0.020538074895739555,0.02402147650718689,0.01953726075589657,0.01862449012696743,0.014333457686007023,23.990373611450195,23.276432037353516,22.72506332397461,22.472488403320312,-99.0,0.073653943836689,0.050240155309438705,0.0457543320953846,0.0755770355463028,-99.0,6,5,7,7,0,5006232026455470848,11.341388564246584,-33.49799318171793,1826.3739861028207,-1485.0103425930354,18.60774,19.310984,17.805714
2503116024397361800,0.5608111619949341,0.6469948291778564,0.7193611264228821,0.5682534575462341,0.46714937686920166,0,0,0,0,0,11.338854,-33.495976,1094555363,0.004506148397922516,0.010249443352222443,-0.0037484620697796345,-0.010666870512068272,0.0052667888812720776,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,5006232026455470848,11.341388564246584,-33.49799318171793,1826.3739861028207,-1485.0103425930354,18.60774,19.310984,17.805714
2509791480627765071,0.045999959111213684,0.09290076792240143,0.9334514141082764,0.4981147348880768,0.0568753220140934,0,0,0,0,0,30.504973,-31.614215,1229014351,0.0028458095621317625,0.0017896537901833653,0.0034555322490632534,0.012815170921385288,0.017971724271774292,23.07152557373047,21.213191986083984,18.022066116333008,16.922510147094727,16.681175231933594,0.04410099610686302,0.010030359029769897,0.0012788124149665236,0.0010184195125475526,0.0027796088252216578,5,5,5,4,3,5019582949474822400,30.50496782970952,-31.614258423805172,-155.9047515069291,-1152.385458324325,19.152927,21.411041,17.618057
2592746699573430477,0.0057887122966349125,0.04642698913812637,0.9112160801887512,0.9816444516181946,0.8421775102615356,3,3,3,3,3,42.81831,-3.889707,1344189302,0.008623129688203335,0.010283718816936016,0.007479250896722078,0.007465790957212448,3.2958480005618185e-05,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794
2592746699701155757,0.005171986296772957,0.9823072552680969,0.9951995015144348,0.9946169853210449,0.9923295378684998,3,3,3,3,3,42.818014,-3.889203,1344190158,-0.01023910567164421,0.0016364443581551313,0.00021190737606957555,-0.0014404802350327373,0.0007730163051746786,22.706378936767578,19.362398147583008,17.116657257080078,15.483732223510742,14.955669403076172,0.05949027091264725,0.0037713211495429277,0.0011425362899899483,0.0007998057990334928,0.0012021660804748535,1,2,2,1,1,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794
2592746699749998594,0.36368101835250854,0.9808855056762695,0.9901940226554871,0.13200139999389648,0.976496696472168,3,3,3,3,3,42.817701,-3.888661,1344190301,6.99392767273821e-05,0.006571008823812008,0.0006737952353432775,0.035626817494630814,0.015223906375467777,22.60576629638672,19.425048828125,17.086204528808594,-99.0,14.967873573303223,0.04488782957196236,0.004397910553961992,0.0011771972058340907,-99.0,0.0017245556227862835,2,2,2,0,1,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794
2592746699828024133,0.6008136868476868,0.689775288105011,0.22505144774913788,0.15132343769073486,0.5103168487548828,1,1,1,1,1,42.819306,-3.888407,1344190267,0.013490510173141956,0.011737692169845104,0.004821375478059053,0.016490941867232323,-0.007653293665498495,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794
2592746722037798666,0.7334948778152466,0.12839487195014954,0.11842122673988342,0.13207337260246277,0.6486207842826843,0,0,0,0,0,42.815016,-3.88846,1344190279,-0.0021328714210540056,0.00669577531516552,0.004464218392968178,0.011826506815850735,-0.021205252036452293,23.821434020996094,23.82746124267578,-99.0,-99.0,-99.0,0.20697182416915894,0.20078831911087036,-99.0,-99.0,-99.0,1,1,0,0,0,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794
2592746722674596690,0.00018668832490220666,0.9271353483200073,0.818976879119873,0.8307252526283264,0.028856240212917328,3,3,3,3,3,42.817415,-3.888222,1344189832,-0.006947353482246399,-0.0008435602649115026,0.00017214988474734128,0.006554949097335339,0.018150269985198975,-99.0,19.418466567993164,-99.0,15.489974975585938,14.977044105529785,-99.0,0.005289735738188028,-99.0,0.0008721809717826545,0.0018287749262526631,0,1,0,1,1,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794
2592746722805353010,0.4788280725479126,0.8953036665916443,0.9778115153312683,0.9848430156707764,0.9833780527114868,3,3,3,3,3,42.817064,-3.887589,1344190180,-0.014771204441785812,0.0023050515446811914,0.002032688818871975,0.0021335980854928493,-0.0004160020616836846,-99.0,-99.0,-99.0,15.489192008972168,-99.0,-99.0,-99.0,-99.0,0.001013383036479354,-99.0,0,0,0,1,0,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794
2592746723018123882,0.1990896761417389,0.9803131818771362,0.9856218695640564,0.02862381376326084,0.9847197532653809,3,3,3,3,3,42.816812,-3.887228,1344189935,0.010881052352488041,0.0005019454983994365,-5.8619010815164074e-05,-0.005508008878678083,-0.0022482983767986298,22.59575843811035,19.38551139831543,17.113191604614258,-99.0,14.974467277526855,0.044051773846149445,0.004154503345489502,0.0009721038513816893,-99.0,0.0009053106768988073,3,2,3,0,3,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794
2592746723257501399,0.8709865212440491,0.8698723316192627,0.7140201926231384,0.5903703570365906,0.4483513832092285,2,2,2,2,2,42.814656,-3.887378,1344190159,-0.0021526191849261522,-0.0051116799004375935,-0.0012123479973524809,0.015372524037957191,0.00866885669529438,23.807462692260742,23.757484436035156,-99.0,-99.0,-99.0,0.13485375046730042,0.13352708518505096,-99.0,-99.0,-99.0,3,3,0,0,0,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794
2592746723430868899,0.5050275921821594,0.4900713562965393,0.5345337390899658,0.691777229309082,0.46453267335891724,1,1,1,1,1,42.815895,-3.886442,1344190076,-0.0064085302874445915,0.002865646267309785,0.01793193630874157,-0.01063647773116827,-0.01342929620295763,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794
2592746725967569857,0.4876229166984558,0.7437089681625366,0.3997814357280731,0.7113751769065857,0.3655761182308197,0,0,0,0,0,42.818876,-3.885732,1344189986,-0.0019400136079639196,0.0036105061881244183,-0.000560502172447741,0.00494983047246933,0.0267436895519495,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,5185493447310441728,42.81745198144149,-3.888260169302313,1112.6624820303157,-1853.859956048992,17.976585,21.664816,16.401794
3206298005225869222,0.34751319885253906,0.3650227189064026,0.6196523904800415,0.41380807757377625,0.01927269995212555,0,0,0,0,0,331.079872,-56.799001,949224422,0.00511976471170783,0.10831093043088913,-0.029979897662997246,0.012147704139351845,-0.059946950525045395,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298005501909246,0.5483425259590149,0.7061036825180054,0.4854772984981537,0.6728127598762512,0.5522453188896179,3,3,3,3,3,331.081247,-56.797091,949224241,0.0044320435263216496,-0.03085745871067047,-0.020671982318162918,0.02312404103577137,-0.022126328200101852,24.430086135864258,23.686542510986328,-99.0,-99.0,-99.0,0.2711171805858612,0.2307438999414444,-99.0,-99.0,-99.0,1,1,0,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298005574326375,0.572636067867279,0.53453129529953,0.640472412109375,0.4568951725959778,0.5278613567352295,0,0,0,0,0,331.077484,-56.798931,949224415,0.0033092156518250704,0.012085813097655773,0.026292847469449043,0.017922796308994293,-0.02572682872414589,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298005752971343,0.9081881046295166,0.43782538175582886,0.9423450827598572,0.10085374116897583,0.5693818926811218,0,0,0,0,0,331.077031,-56.79752,949224291,-0.008109956048429012,0.006039648782461882,-0.0031261842232197523,0.05879400670528412,0.019698552787303925,24.166427612304688,23.373958587646484,23.367908477783203,22.562219619750977,-99.0,0.16275569796562195,0.10239356756210327,0.09484991431236267,0.19879406690597534,-99.0,2,2,4,1,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298005810897532,0.5225639939308167,0.4481741189956665,0.373751163482666,0.4626551866531372,0.35016068816185,0,0,0,0,0,331.079243,-56.797745,949224308,-0.0005938865360803902,0.014453298412263393,0.00035866416874341667,-0.0027362557593733072,-0.022140469402074814,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298006301425860,0.5130383372306824,0.6399255990982056,0.49765437841415405,0.4960315525531769,0.3608494699001312,0,0,0,0,0,331.071912,-56.798893,949224410,1.0,-0.19248148798942566,-0.017473440617322922,0.002707559149712324,0.08042491972446442,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298007043139146,0.9692226648330688,0.9740175008773804,0.9761461615562439,0.9802945852279663,0.7597120404243469,0,0,0,0,0,331.070252,-56.796451,949224192,-0.004031939432024956,-0.006388894747942686,-0.0021104433108121157,-0.0003583850630093366,0.0231227595359087,23.229217529296875,22.62725257873535,22.386999130249023,22.163955688476562,-99.0,0.06106899678707123,0.041334282606840134,0.03598273545503616,0.05959589034318924,-99.0,3,3,4,5,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298008270129686,0.5458635687828064,0.41190865635871887,0.4779173731803894,0.0288929995149374,0.43875399231910706,3,3,3,3,3,331.08215,-56.797074,949224239,1.0,-0.007844715379178524,-0.0028150444850325584,0.020455067977309227,-0.013112272135913372,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298008438158716,0.12376535683870316,0.0016949299024417996,0.0002748910046648234,0.03303784504532814,0.15242286026477814,3,3,3,3,3,331.08215,-56.795909,949223691,0.000518474611453712,-0.0012910602381452918,0.012646344490349293,0.038834165781736374,5.5043623433448374e-05,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298008866821796,0.006935639772564173,0.00033294816967099905,0.9802967309951782,0.028606409206986427,0.0003085911157540977,3,3,3,3,3,331.080109,-56.795217,949223432,0.005433219950646162,0.005399962887167931,0.009036743082106113,0.03745977208018303,-0.008025569841265678,-99.0,-99.0,17.991500854492188,-99.0,-99.0,-99.0,-99.0,0.002536272630095482,-99.0,-99.0,0,0,1,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298009149949680,0.49863743782043457,0.5448241233825684,0.3278997838497162,0.4438689649105072,0.41933703422546387,0,0,0,0,0,331.082015,-56.793255,949223905,-0.03707335144281387,-0.007032612804323435,0.005156028550118208,-0.007181643508374691,-0.01835828460752964,24.308208465576172,-99.0,-99.0,-99.0,-99.0,0.2342413067817688,-99.0,-99.0,-99.0,-99.0,1,0,0,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298009581096331,0.6189318895339966,0.9659313559532166,0.9755885601043701,0.8941144943237305,0.690183699131012,0,0,0,0,0,331.087289,-56.793032,949223888,-0.001177410245873034,-0.00486069405451417,-0.0005159662687219679,-0.0022837098222225904,0.0014625596813857555,24.277517318725586,23.302656173706055,22.83738136291504,22.478168487548828,-99.0,0.24832290410995483,0.0757732167840004,0.05016845464706421,0.08522871881723404,-99.0,1,4,7,5,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298009830367212,0.5696904063224792,0.12572288513183594,0.0037281797267496586,0.19121210277080536,0.6200429201126099,0,0,0,0,0,331.085564,-56.790754,949223673,0.00533403130248189,0.024124465882778168,0.02328772284090519,0.0018180981278419495,0.015042723156511784,-99.0,23.615800857543945,-99.0,-99.0,-99.0,-99.0,0.12726251780986786,-99.0,-99.0,-99.0,0,3,0,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298009897215875,0.5547291040420532,0.5314037203788757,0.4887502193450928,0.5322466492652893,0.4561137855052948,0,0,0,0,0,331.082454,-56.792248,949223820,-0.0072247181087732315,0.017773384228348732,-0.017526626586914062,0.004647688940167427,0.008905686438083649,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0,0,0,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298010393837423,0.027425002306699753,0.8355574011802673,0.9524028897285461,0.02812582440674305,0.036000337451696396,3,3,3,3,3,331.077916,-56.79445,949223253,-0.0009119109599851072,0.0008527063764631748,0.00802026316523552,0.04154493659734726,0.0035420029889792204,24.229557037353516,21.166597366333008,17.970745086669922,-99.0,-99.0,0.2106461524963379,0.020933356136083603,0.0028097128961235285,-99.0,-99.0,1,1,1,0,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298010541675507,0.36548399925231934,0.010564305819571018,0.0002875578647945076,0.1473560482263565,0.9972878694534302,3,3,3,3,3,331.075861,-56.793716,949223545,0.017587747424840927,0.00931055098772049,0.004324597306549549,0.01610218547284603,0.013433245941996574,-99.0,-99.0,-99.0,-99.0,14.038408279418945,-99.0,-99.0,-99.0,-99.0,0.000997971510514617,0,0,0,0,1,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298010887943296,0.15287478268146515,0.010124974884092808,0.027148284018039703,0.00980865117162466,0.10392072051763535,0,0,0,0,0,331.07813,-56.791349,949223721,0.017030037939548492,0.017260048538446426,0.014859638176858425,0.01885160617530346,-0.005540776066482067,23.86872673034668,23.380891799926758,22.747175216674805,22.337718963623047,-99.0,0.15119525790214539,0.07948780059814453,0.04092012718319893,0.05443491041660309,-99.0,1,4,8,7,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
3206298011325846848,0.039483048021793365,0.030733557417988777,0.023089680820703506,0.01531911175698042,0.0003299895324744284,3,3,3,3,3,331.07547,-56.790818,949223474,0.012650917284190655,0.014233477413654327,0.018136389553546906,0.0176367349922657,-0.008008936420083046,23.124258041381836,22.477020263671875,22.47415542602539,22.155040740966797,-99.0,0.05887730419635773,0.03179605305194855,0.029338954016566277,0.04771053045988083,-99.0,3,5,8,8,0,6412596012146801152,331.076452596564,-56.79381206688221,3981.97666296105,-2466.8318147663504,18.030664,21.142073,16.060108
